rank,lane,ticker,trade legs,expiry,next-session swing entry target,current Schwab mid/natural reference,profit target,max loss,reward/risk,suggested size,swing hold window,stop/invalidation,gap-risk plan +/-1% open,EOD trend evidence,flow/OI evidence,regime fit,catalyst/earnings risk,target price methodology,OCO bracket order logic,blocker before entry,manual review instruction,why this is worth reviewing tomorrow,display status,final disposition,setup family,setup family key,safety calibration flags,expected win rate,win-rate basis,confidence evidence,per-ticket replay edge,payoff evidence,confidence rating,expected average win,expected average loss,expected value,implied profit factor
104,Momentum Debit,UBER,Bull Call Debit Spread: buy UBER 2026-09-04 77C / sell UBER 2026-09-04 82C,2026-09-04,UNVALIDATED - no execution limit,1.43 / 1.52,$156.60,$152.00,1.03,1 contract only,"Hold only while the directional thesis remains confirmed; review at 7 DTE, but do not force an unvalidated time-stop exit.",Review if spread loses 40-50% of debit ($1.52),"Gap +1%: bullish thesis improves, but do not chase; enter only if <= $2.25 debit still holds with fresh OI/news confirmation. Gap -1%: thesis weakens; downgrade to Scout/Research unless support, flow, and quote width reconfirm.",Bull Call; flow=directional; edge=thin_sample; score=6.2; confirm=7.0,"top-flow rank 49; net premium $228,854; flow bullish; OI mixed; exact-leg OI has both supportive and contrary side bias","conflicted: trend=range, vol=low, flow=weak",mixed; earnings in 84 days; Structured earnings/event date is known and outside 7 days (2026-11-03). Earnings date carried from UW stock-screener next_earnings_dt.,"target debit is 30.4% of $5 width; entry target UNVALIDATED - no execution limit; expected-move support ratio 2.44; quote width 9.5%; prior outcome sample n=1, win 100%; flow/OI quality directional/mixed","If this converts to Execute, attach OCO: entry Bull Call Debit Spread: buy UBER 2026-09-04 77C / sell UBER 2026-09-04 82C at <= $2.25 debit; OCO take-profit SELL TO CLOSE near $3.60 credit, stop SELL TO CLOSE if spread value falls near $1.12 or thesis breaks.",non-price confirmations must improve; debit is already within target,"One contract only; confirm news, OI/flow, spread width, and existing exposure before entering.","top-flow rank 49; net premium $228,854; flow bullish; OI mixed; exact-leg OI has both supportive and contrary side bias; historical edge=thin_sample; realized payoff lane is unvalidated; displayed only for research; thin_replay_sample:n=1;decision_marginal_live_liquidity;no_flow_edge_alignment;market_regime_alignment;debit_ev_not_supported:thin_sample;liquidity_quote_quality; V4 Scout: target met, but debit execution disabled: corrected next-session replay PF is below 1 for both Bull Call and Be",🟡 SCOUT / Review,Scout,Debit spreads,UBER :: bull call debit spread :: 2026-09-04,,67%,calibrated strategy-family prior,"strategy_family 67%, 90% lower bound 56%, n=28, INSUFFICIENT","thin_sample, n=1, match=ticker_direction, win 100%, avg $188","FAIL, n=0, OOS n=0",⚪ UNRATED · 67% floor,UNVALIDATED,UNVALIDATED,UNVALIDATED,UNVALIDATED
105,Momentum Debit,HOOD,Bull Call Debit Spread: buy HOOD 2026-08-28 98C / sell HOOD 2026-08-28 103C,2026-08-28,UNVALIDATED - no execution limit,1.43 / 1.69,$154.35,$157.00,0.98,1 contract only,"Hold only while the directional thesis remains confirmed; review at 7 DTE, but do not force an unvalidated time-stop exit.",Review if spread loses 40-50% of debit ($1.57),"Gap +1%: bullish thesis improves, but do not chase; enter only if <= $2.25 debit still holds with fresh OI/news confirmation. Gap -1%: thesis weakens; downgrade to Scout/Research unless support, flow, and quote width reconfirm.",Bull Call; flow=directional; edge=thin_sample; score=6.2; confirm=7.0,OI matched_unconfirmed; exact leg matched but OI/side bias is not directionally decisive,"conflicted: trend=range, vol=low, flow=weak",mixed; earnings in 85 days; Structured earnings/event date is known and outside 7 days (2026-11-04). Earnings date carried from UW stock-screener next_earnings_dt.,"target debit is 31.5% of $5 width; entry target UNVALIDATED - no execution limit; expected-move support ratio 2.72; quote width 10.2%; prior outcome sample n=1, win 100%; flow/OI quality directional/matched_unconfirmed","If this converts to Execute, attach OCO: entry Bull Call Debit Spread: buy HOOD 2026-08-28 98C / sell HOOD 2026-08-28 103C at <= $2.25 debit; OCO take-profit SELL TO CLOSE near $3.60 credit, stop SELL TO CLOSE if spread value falls near $1.12 or thesis breaks.",non-price confirmations must improve; debit is already within target,"One contract only; confirm news, OI/flow, spread width, and existing exposure before entering.","OI matched_unconfirmed; exact leg matched but OI/side bias is not directionally decisive; historical edge=thin_sample; realized payoff lane is unvalidated; displayed only for research; thin_replay_sample:n=1;decision_marginal_live_liquidity;no_flow_edge_alignment;market_regime_alignment;debit_ev_not_supported:thin_sample;liquidity_quote_quality; V4 Scout: target met, but debit execution disabled: corrected next-session replay PF is below 1 for both Bull Call and Bear Put families.",🟡 SCOUT / Review,Scout,Debit spreads,HOOD :: bull call debit spread :: 2026-08-28,,67%,calibrated strategy-family prior,"strategy_family 67%, 90% lower bound 56%, n=28, INSUFFICIENT","thin_sample, n=1, match=ticker_direction, win 100%, avg $245","FAIL, n=0, OOS n=0",⚪ UNRATED · 67% floor,UNVALIDATED,UNVALIDATED,UNVALIDATED,UNVALIDATED
106,Momentum Debit,HOOD,Bull Call Debit Spread: buy HOOD 2026-08-28 102C / sell HOOD 2026-08-28 107C,2026-08-28,UNVALIDATED - no execution limit,0.98 / 1.17,$176.40,$108.00,1.63,1 contract only,"Hold only while the directional thesis remains confirmed; review at 7 DTE, but do not force an unvalidated time-stop exit.",Review if spread loses 40-50% of debit ($1.08),"Gap +1%: bullish thesis improves, but do not chase; enter only if <= $2.25 debit still holds with fresh OI/news confirmation. Gap -1%: thesis weakens; downgrade to Scout/Research unless support, flow, and quote width reconfirm.",Bull Call; flow=directional; edge=thin_sample; score=5.7; confirm=7.0,OI matched_unconfirmed; exact leg matched but OI/side bias is not directionally decisive,"conflicted: trend=range, vol=low, flow=weak",mixed; earnings in 85 days; Structured earnings/event date is known and outside 7 days (2026-11-04). Earnings date carried from UW stock-screener next_earnings_dt.,"target debit is 21.6% of $5 width; entry target UNVALIDATED - no execution limit; expected-move support ratio 1.53; quote width 18.5%; prior outcome sample n=1, win 100%; flow/OI quality directional/matched_unconfirmed","If this converts to Execute, attach OCO: entry Bull Call Debit Spread: buy HOOD 2026-08-28 102C / sell HOOD 2026-08-28 107C at <= $2.25 debit; OCO take-profit SELL TO CLOSE near $3.60 credit, stop SELL TO CLOSE if spread value falls near $1.12 or thesis breaks.",non-price confirmations must improve; debit is already within target,"One contract only; confirm news, OI/flow, spread width, and existing exposure before entering.","OI matched_unconfirmed; exact leg matched but OI/side bias is not directionally decisive; historical edge=thin_sample; realized payoff lane is unvalidated; displayed only for research; thin_replay_sample:n=1;decision_marginal_live_liquidity;no_flow_edge_alignment;market_regime_alignment;debit_ev_not_supported:thin_sample;liquidity_quote_quality; V4 Scout: target met, but debit execution disabled: corrected next-session replay PF is below 1 for both Bull Call and Bear Put families.",🟡 SCOUT / Review,Scout,Debit spreads,HOOD :: bull call debit spread :: 2026-08-28,,67%,calibrated strategy-family prior,"strategy_family 67%, 90% lower bound 56%, n=28, INSUFFICIENT","thin_sample, n=1, match=ticker_direction, win 100%, avg $245","FAIL, n=0, OOS n=0",⚪ UNRATED · 67% floor,UNVALIDATED,UNVALIDATED,UNVALIDATED,UNVALIDATED
107,Momentum Debit,GOOGL,Bear Put Debit Spread: buy GOOGL 2026-09-18 340P / sell GOOGL 2026-09-18 335P,2026-09-18,UNVALIDATED - no execution limit,2.07 / 2.35,$122.40,$228.00,0.54,1 contract only,"Hold only while the directional thesis remains confirmed; review at 7 DTE, but do not force an unvalidated time-stop exit.",Review if spread loses 40-50% of debit ($2.28),"Gap -1%: bearish thesis improves, but do not chase; enter only if <= $2.25 debit still holds with fresh OI/news confirmation. Gap +1%: thesis weakens; downgrade to Scout/Research unless resistance, flow, and quote width reconfirm.",Bear Put; flow=directional; edge=thin_sample; score=5.8; confirm=8.0,"top-flow rank 12; net premium $-23,882,978; flow bearish; OI supportive; exact-leg OI/side bias supports bearish direction","conflicted: trend=range, vol=low, flow=weak",mixed; earnings in 85 days; Structured earnings/event date is known and outside 7 days (2026-11-04). Earnings date carried from UW stock-screener next_earnings_dt.,"target debit is 45.6% of $5 width; entry target UNVALIDATED - no execution limit; expected-move support ratio 5.13; quote width 3.8%; prior outcome sample n=1, win 100%; flow/OI quality directional/supportive","If this converts to Execute, attach OCO: entry Bear Put Debit Spread: buy GOOGL 2026-09-18 340P / sell GOOGL 2026-09-18 335P at <= $2.25 debit; OCO take-profit SELL TO CLOSE near $3.60 credit, stop SELL TO CLOSE if spread value falls near $1.12 or thesis breaks.",debit must fall to $2.25 or better,"One contract only; confirm news, OI/flow, spread width, and existing exposure before entering.","top-flow rank 12; net premium $-23,882,978; flow bearish; OI supportive; exact-leg OI/side bias supports bearish direction; historical edge=thin_sample; realized payoff lane is unvalidated; displayed only for research; work 1-lot at $2.25 debit or better; no chase above $2.25; V4 Scout: debit execution disabled: corrected next-session replay PF is below 1 for both Bull Call and Bear Put families.",🟡 SCOUT / Review,Scout,Debit spreads,GOOGL :: bear put debit spread :: 2026-09-18,,67%,calibrated strategy-family prior,"strategy_family 67%, 90% lower bound 56%, n=28, INSUFFICIENT","thin_sample, n=1, match=ticker_direction, win 100%, avg $77","FAIL, n=0, OOS n=0",⚪ UNRATED · 67% floor,UNVALIDATED,UNVALIDATED,UNVALIDATED,UNVALIDATED
108,Momentum Debit,UBER,Bull Call Debit Spread: buy UBER 2026-09-04 80C / sell UBER 2026-09-04 85C,2026-09-04,UNVALIDATED - no execution limit,0.72 / 0.84,$189.45,$79.00,2.40,1 contract only,"Hold only while the directional thesis remains confirmed; review at 7 DTE, but do not force an unvalidated time-stop exit.",Review if spread loses 40-50% of debit ($0.79),"Gap +1%: bullish thesis improves, but do not chase; enter only if <= $2.25 debit still holds with fresh OI/news confirmation. Gap -1%: thesis weakens; downgrade to Scout/Research unless support, flow, and quote width reconfirm.",Bull Call; flow=directional; edge=thin_sample; score=4.5; confirm=7.3,"top-flow rank 49; net premium $228,854; flow bullish; OI supportive; exact-leg OI/side bias supports bullish direction","conflicted: trend=range, vol=low, flow=weak",mixed; earnings in 84 days; Structured earnings/event date is known and outside 7 days (2026-11-03). Earnings date carried from UW stock-screener next_earnings_dt.,"target debit is 15.8% of $5 width; entry target UNVALIDATED - no execution limit; expected-move support ratio 1.31; quote width 46.2%; prior outcome sample n=1, win 100%; flow/OI quality directional/supportive","If this converts to Execute, attach OCO: entry Bull Call Debit Spread: buy UBER 2026-09-04 80C / sell UBER 2026-09-04 85C at <= $2.25 debit; OCO take-profit SELL TO CLOSE near $3.60 credit, stop SELL TO CLOSE if spread value falls near $1.12 or thesis breaks.",non-price confirmations must improve; debit is already within target,"One contract only; confirm news, OI/flow, spread width, and existing exposure before entering.","top-flow rank 49; net premium $228,854; flow bullish; OI supportive; exact-leg OI/side bias supports bullish direction; historical edge=thin_sample; realized payoff lane is unvalidated; displayed only for research; thin_replay_sample:n=1;decision_marginal_live_liquidity;no_flow_edge_alignment;market_regime_alignment;debit_ev_not_supported:thin_sample;liquidity_quote_quality; V4 Scout: target met, but debit execution disabled: corrected next-session replay PF is below 1 for both Bull Call and Bea",🟡 SCOUT / Review,Scout,Debit spreads,UBER :: bull call debit spread :: 2026-09-04,,67%,calibrated strategy-family prior,"strategy_family 67%, 90% lower bound 56%, n=28, INSUFFICIENT","thin_sample, n=1, match=ticker_direction, win 100%, avg $188","FAIL, n=0, OOS n=0",⚪ UNRATED · 67% floor,UNVALIDATED,UNVALIDATED,UNVALIDATED,UNVALIDATED
109,Momentum Debit,META,Bull Call Debit Spread: buy META 2026-09-18 575C / sell META 2026-09-18 585C,2026-09-18,UNVALIDATED - no execution limit,4.88 / 5.55,$208.80,$536.00,0.39,1 contract only,"Hold only while the directional thesis remains confirmed; review at 7 DTE, but do not force an unvalidated time-stop exit.",Review if spread loses 40-50% of debit ($5.36),"Gap +1%: bullish thesis improves, but do not chase; enter only if <= $4.50 debit still holds with fresh OI/news confirmation. Gap -1%: thesis weakens; downgrade to Scout/Research unless support, flow, and quote width reconfirm.",Bull Call; flow=spread_leg; edge=thin_sample; score=5.1; confirm=7.3,"top-flow rank 9; net premium $21,351,879; flow bullish; OI supportive; exact-leg OI/side bias supports bullish direction","conflicted: trend=range, vol=low, flow=weak",mixed; earnings in 85 days; Structured earnings/event date is known and outside 7 days (2026-11-04). Earnings date carried from UW stock-screener next_earnings_dt.,"target debit is 53.6% of $10 width; entry target UNVALIDATED - no execution limit; expected-move support ratio 108.20; quote width 2.9%; prior outcome sample n=1, win 100%; flow/OI quality spread_leg/supportive","If this converts to Execute, attach OCO: entry Bull Call Debit Spread: buy META 2026-09-18 575C / sell META 2026-09-18 585C at <= $4.50 debit; OCO take-profit SELL TO CLOSE near $7.20 credit, stop SELL TO CLOSE if spread value falls near $2.25 or thesis breaks.",debit must fall to $4.50 or better,"One contract only; confirm news, OI/flow, spread width, and existing exposure before entering.","top-flow rank 9; net premium $21,351,879; flow bullish; OI supportive; exact-leg OI/side bias supports bullish direction; historical edge=thin_sample; realized payoff lane is unvalidated; displayed only for research; thin_replay_sample:n=1;flow_not_directional:spread_leg;market_regime_alignment;debit_ev_not_supported:thin_sample; V4 Scout: debit execution disabled: corrected next-session replay PF is below 1 for both Bull Call and Bear Put families.",🟡 SCOUT / Review,Scout,Debit spreads,META :: bull call debit spread :: 2026-09-18,,67%,calibrated strategy-family prior,"strategy_family 67%, 90% lower bound 56%, n=28, INSUFFICIENT","thin_sample, n=1, match=ticker_direction, win 100%, avg $208","FAIL, n=0, OOS n=0",⚪ UNRATED · 67% floor,UNVALIDATED,UNVALIDATED,UNVALIDATED,UNVALIDATED
110,Momentum Debit,AAPL,Bear Put Debit Spread: buy AAPL 2026-08-21 302.5P / sell AAPL 2026-08-21 297.5P,2026-08-21,UNVALIDATED - no execution limit,2.20 / 2.38,$117.90,$238.00,0.50,1 contract only,"Hold only while the directional thesis remains confirmed; review at 7 DTE, but do not force an unvalidated time-stop exit.",Review if spread loses 40-50% of debit ($2.38),"Gap -1%: bearish thesis improves, but do not chase; enter only if <= $2.25 debit still holds with fresh OI/news confirmation. Gap +1%: thesis weakens; downgrade to Scout/Research unless resistance, flow, and quote width reconfirm.",Bear Put; flow=directional; edge=thin_sample; score=5.4; confirm=7.0,"top-flow rank 8; net premium $-29,311,195; flow bearish; OI contrary; exact-leg OI side bias conflicts with bearish direction","conflicted: trend=range, vol=low, flow=weak",mixed; earnings in 79 days; Structured earnings/event date is known and outside 7 days (2026-10-29). Earnings date carried from UW stock-screener next_earnings_dt.,"target debit is 47.6% of $5 width; entry target UNVALIDATED - no execution limit; expected-move support ratio 9.29; quote width 5.3%; prior outcome sample n=1, win 100%; flow/OI quality directional/contrary","If this converts to Execute, attach OCO: entry Bear Put Debit Spread: buy AAPL 2026-08-21 302.5P / sell AAPL 2026-08-21 297.5P at <= $2.25 debit; OCO take-profit SELL TO CLOSE near $3.60 credit, stop SELL TO CLOSE if spread value falls near $1.12 or thesis breaks.",debit must fall to $2.25 or better,"One contract only; confirm news, OI/flow, spread width, and existing exposure before entering.","top-flow rank 8; net premium $-29,311,195; flow bearish; OI contrary; exact-leg OI side bias conflicts with bearish direction; historical edge=thin_sample; realized payoff lane is unvalidated; displayed only for research; thin_replay_sample:n=1;oi_carryover_contrary;debit_ev_not_supported:thin_sample; V4 Scout: debit execution disabled: corrected next-session replay PF is below 1 for both Bull Call and Bear Put families.",🟡 SCOUT / Review,Scout,Debit spreads,AAPL :: bear put debit spread :: 2026-08-21,,67%,calibrated strategy-family prior,"strategy_family 67%, 90% lower bound 56%, n=28, INSUFFICIENT","thin_sample, n=1, match=ticker_direction, win 100%, avg $139","FAIL, n=0, OOS n=0",⚪ UNRATED · 67% floor,UNVALIDATED,UNVALIDATED,UNVALIDATED,UNVALIDATED
111,Momentum Debit,META,Bull Call Debit Spread: buy META 2026-08-21 575C / sell META 2026-08-21 585C,2026-08-21,UNVALIDATED - no execution limit,5.22 / 5.85,$191.25,$575.00,0.33,1 contract only,"Hold only while the directional thesis remains confirmed; review at 7 DTE, but do not force an unvalidated time-stop exit.",Review if spread loses 40-50% of debit ($5.75),"Gap +1%: bullish thesis improves, but do not chase; enter only if <= $4.50 debit still holds with fresh OI/news confirmation. Gap -1%: thesis weakens; downgrade to Scout/Research unless support, flow, and quote width reconfirm.",Bull Call; flow=unclear; edge=thin_sample; score=5.1; confirm=7.0,"top-flow rank 9; net premium $21,351,879; flow bullish; OI matched_unconfirmed; exact leg matched but OI/side bias is not directionally decisive","conflicted: trend=range, vol=low, flow=weak",mixed; earnings in 85 days; Structured earnings/event date is known and outside 7 days (2026-11-04). Earnings date carried from UW stock-screener next_earnings_dt.,"target debit is 57.5% of $10 width; entry target UNVALIDATED - no execution limit; expected-move support ratio 55.51; quote width 4.9%; prior outcome sample n=1, win 100%; flow/OI quality unclear/matched_unconfirmed","If this converts to Execute, attach OCO: entry Bull Call Debit Spread: buy META 2026-08-21 575C / sell META 2026-08-21 585C at <= $4.50 debit; OCO take-profit SELL TO CLOSE near $7.20 credit, stop SELL TO CLOSE if spread value falls near $2.25 or thesis breaks.",debit must fall to $4.50 or better,"One contract only; confirm news, OI/flow, spread width, and existing exposure before entering.","top-flow rank 9; net premium $21,351,879; flow bullish; OI matched_unconfirmed; exact leg matched but OI/side bias is not directionally decisive; historical edge=thin_sample; realized payoff lane is unvalidated; displayed only for research; thin_replay_sample:n=1;flow_not_directional:unclear;market_regime_alignment;debit_ev_not_supported:thin_sample; V4 Scout: debit execution disabled: corrected next-session replay PF is below 1 for both Bull Call and Bear Put families.",🟡 SCOUT / Review,Scout,Debit spreads,META :: bull call debit spread :: 2026-08-21,,67%,calibrated strategy-family prior,"strategy_family 67%, 90% lower bound 56%, n=28, INSUFFICIENT","thin_sample, n=1, match=ticker_direction, win 100%, avg $208","FAIL, n=0, OOS n=0",⚪ UNRATED · 67% floor,UNVALIDATED,UNVALIDATED,UNVALIDATED,UNVALIDATED
112,Momentum Debit,META,Bull Call Debit Spread: buy META 2026-09-04 575C / sell META 2026-09-04 585C,2026-09-04,UNVALIDATED - no execution limit,4.55 / 5.75,$224.55,$501.00,0.45,1 contract only,"Hold only while the directional thesis remains confirmed; review at 7 DTE, but do not force an unvalidated time-stop exit.",Review if spread loses 40-50% of debit ($5.01),"Gap +1%: bullish thesis improves, but do not chase; enter only if <= $4.50 debit still holds with fresh OI/news confirmation. Gap -1%: thesis weakens; downgrade to Scout/Research unless support, flow, and quote width reconfirm.",Bull Call; flow=spread_leg; edge=thin_sample; score=4.2; confirm=6.0,"top-flow rank 9; net premium $21,351,879; flow bullish; OI matched_unconfirmed; exact leg matched but OI/side bias is not directionally decisive","conflicted: trend=range, vol=low, flow=weak",mixed; earnings in 85 days; Structured earnings/event date is known and outside 7 days (2026-11-04). Earnings date carried from UW stock-screener next_earnings_dt.,"target debit is 50.1% of $10 width; entry target UNVALIDATED - no execution limit; expected-move support ratio 85.99; quote width 6.3%; prior outcome sample n=1, win 100%; flow/OI quality spread_leg/matched_unconfirmed","If this converts to Execute, attach OCO: entry Bull Call Debit Spread: buy META 2026-09-04 575C / sell META 2026-09-04 585C at <= $4.50 debit; OCO take-profit SELL TO CLOSE near $7.20 credit, stop SELL TO CLOSE if spread value falls near $2.25 or thesis breaks.",debit must fall to $4.50 or better,"One contract only; confirm news, OI/flow, spread width, and existing exposure before entering.","top-flow rank 9; net premium $21,351,879; flow bullish; OI matched_unconfirmed; exact leg matched but OI/side bias is not directionally decisive; historical edge=thin_sample; realized payoff lane is unvalidated; displayed only for research; thin_replay_sample:n=1;decision_marginal_live_liquidity;flow_not_directional:spread_leg;market_regime_alignment;debit_ev_not_supported:thin_sample;liquidity_quote_quality; V4 Scout: debit execution disabled: corrected next-session replay PF is below 1 for bot",🟡 SCOUT / Review,Scout,Debit spreads,META :: bull call debit spread :: 2026-09-04,,67%,calibrated strategy-family prior,"strategy_family 67%, 90% lower bound 56%, n=28, INSUFFICIENT","thin_sample, n=1, match=ticker_direction, win 100%, avg $208","FAIL, n=0, OOS n=0",⚪ UNRATED · 67% floor,UNVALIDATED,UNVALIDATED,UNVALIDATED,UNVALIDATED
113,Momentum Debit,GOOGL,Bull Call Debit Spread: buy GOOGL 2026-09-18 345C / sell GOOGL 2026-09-18 350C,2026-09-18,UNVALIDATED - no execution limit,2.25 / 2.50,$113.40,$248.00,0.46,1 contract only,"Hold only while the directional thesis remains confirmed; review at 7 DTE, but do not force an unvalidated time-stop exit.",Review if spread loses 40-50% of debit ($2.48),"Gap +1%: bullish thesis improves, but do not chase; enter only if <= $2.25 debit still holds with fresh OI/news confirmation. Gap -1%: thesis weakens; downgrade to Scout/Research unless support, flow, and quote width reconfirm.",Bull Call; flow=directional; edge=thin_sample; score=5.0; confirm=7.3,"top-flow rank 12; net premium $-23,882,978; flow bearish; OI supportive; exact-leg OI/side bias supports bullish direction","conflicted: trend=range, vol=low, flow=weak",mixed; earnings in 85 days; Structured earnings/event date is known and outside 7 days (2026-11-04). Earnings date carried from UW stock-screener next_earnings_dt.,"target debit is 49.5% of $5 width; entry target UNVALIDATED - no execution limit; expected-move support ratio 9.57; quote width 2.3%; prior outcome sample n=1, win 100%; flow/OI quality directional/supportive","If this converts to Execute, attach OCO: entry Bull Call Debit Spread: buy GOOGL 2026-09-18 345C / sell GOOGL 2026-09-18 350C at <= $2.25 debit; OCO take-profit SELL TO CLOSE near $3.60 credit, stop SELL TO CLOSE if spread value falls near $1.12 or thesis breaks.",debit must fall to $2.25 or better,"One contract only; confirm news, OI/flow, spread width, and existing exposure before entering.","top-flow rank 12; net premium $-23,882,978; flow bearish; OI supportive; exact-leg OI/side bias supports bullish direction; historical edge=thin_sample; realized payoff lane is unvalidated; displayed only for research; thin_replay_sample:n=1;no_flow_edge_alignment;market_regime_alignment;debit_ev_not_supported:thin_sample; V4 Scout: debit execution disabled: corrected next-session replay PF is below 1 for both Bull Call and Bear Put families.",🟡 SCOUT / Review,Scout,Debit spreads,GOOGL :: bull call debit spread :: 2026-09-18,,67%,calibrated strategy-family prior,"strategy_family 67%, 90% lower bound 56%, n=28, INSUFFICIENT","thin_sample, n=1, match=ticker_direction, win 100%, avg $158","FAIL, n=0, OOS n=0",⚪ UNRATED · 67% floor,UNVALIDATED,UNVALIDATED,UNVALIDATED,UNVALIDATED
114,Momentum Debit,COST,Bull Call Debit Spread: buy COST 2026-08-21 945C / sell COST 2026-08-21 955C,2026-08-21,UNVALIDATED - no execution limit,4.42 / 5.70,$230.85,$487.00,0.47,1 contract only,"Hold only while the directional thesis remains confirmed; review at 7 DTE, but do not force an unvalidated time-stop exit.",Review if spread loses 40-50% of debit ($4.87),"Gap +1%: bullish thesis improves, but do not chase; enter only if <= $4.50 debit still holds with fresh OI/news confirmation. Gap -1%: thesis weakens; downgrade to Scout/Research unless support, flow, and quote width reconfirm.",Bull Call; flow=unclear; edge=thin_sample; score=3.4; confirm=6.4,OI supportive; exact-leg OI/side bias supports bullish direction,"conflicted: trend=range, vol=low, flow=weak",mixed; earnings in 44 days; Structured earnings/event date is known and outside 7 days (2026-09-24). Nasdaq web earnings calendar; timing=time-not-supplied.,"target debit is 48.7% of $10 width; entry target UNVALIDATED - no execution limit; expected-move support ratio 34.04; quote width 14.1%; prior outcome sample n=1, win 100%; flow/OI quality unclear/supportive","If this converts to Execute, attach OCO: entry Bull Call Debit Spread: buy COST 2026-08-21 945C / sell COST 2026-08-21 955C at <= $4.50 debit; OCO take-profit SELL TO CLOSE near $7.20 credit, stop SELL TO CLOSE if spread value falls near $2.25 or thesis breaks.",debit must fall to $4.50 or better,"One contract only; confirm news, OI/flow, spread width, and existing exposure before entering.",OI supportive; exact-leg OI/side bias supports bullish direction; historical edge=thin_sample; realized payoff lane is unvalidated; displayed only for research; thin_replay_sample:n=1;decision_marginal_live_liquidity;flow_not_directional:unclear;market_regime_alignment;debit_ev_not_supported:thin_sample;liquidity_quote_quality; V4 Scout: debit execution disabled: corrected next-session replay PF is below 1 for both Bull Call and Bear Put families.,🟡 SCOUT / Review,Scout,Debit spreads,COST :: bull call debit spread :: 2026-08-21,,67%,calibrated strategy-family prior,"strategy_family 67%, 90% lower bound 56%, n=28, INSUFFICIENT","thin_sample, n=1, match=ticker_direction, win 100%, avg $235","FAIL, n=0, OOS n=0",⚪ UNRATED · 67% floor,UNVALIDATED,UNVALIDATED,UNVALIDATED,UNVALIDATED
115,Momentum Debit,XOM,Bull Call Debit Spread: buy XOM 2026-08-21 157.5C / sell XOM 2026-08-21 162.5C,2026-08-21,UNVALIDATED - no execution limit,2.18 / 2.31,$121.05,$231.00,0.52,1 contract only,"Hold only while the directional thesis remains confirmed; review at 7 DTE, but do not force an unvalidated time-stop exit.",Review if spread loses 40-50% of debit ($2.31),"Gap +1%: bullish thesis improves, but do not chase; enter only if <= $2.25 debit still holds with fresh OI/news confirmation. Gap -1%: thesis weakens; downgrade to Scout/Research unless support, flow, and quote width reconfirm.",Bull Call; flow=directional; edge=thin_sample; score=4.4; confirm=7.3,OI supportive; exact-leg OI/side bias supports bullish direction,"conflicted: trend=range, vol=low, flow=weak",mixed; earnings in 80 days; Structured earnings/event date is known and outside 7 days (2026-10-30). Earnings date carried from UW stock-screener next_earnings_dt.,"target debit is 46.2% of $5 width; entry target UNVALIDATED - no execution limit; expected-move support ratio 42.81; quote width 5.8%; prior outcome sample n=1, win 100%; flow/OI quality directional/supportive","If this converts to Execute, attach OCO: entry Bull Call Debit Spread: buy XOM 2026-08-21 157.5C / sell XOM 2026-08-21 162.5C at <= $2.25 debit; OCO take-profit SELL TO CLOSE near $3.60 credit, stop SELL TO CLOSE if spread value falls near $1.12 or thesis breaks.",debit must fall to $2.25 or better,"One contract only; confirm news, OI/flow, spread width, and existing exposure before entering.",OI supportive; exact-leg OI/side bias supports bullish direction; historical edge=thin_sample; realized payoff lane is unvalidated; displayed only for research; thin_replay_sample:n=1;decision_score_below_medium;market_regime_alignment;debit_ev_not_supported:thin_sample; V4 Scout: debit execution disabled: corrected next-session replay PF is below 1 for both Bull Call and Bear Put families.,🟡 SCOUT / Review,Scout,Debit spreads,XOM :: bull call debit spread :: 2026-08-21,,67%,calibrated strategy-family prior,"strategy_family 67%, 90% lower bound 56%, n=28, INSUFFICIENT","thin_sample, n=1, match=ticker_direction, win 100%, avg $118","FAIL, n=0, OOS n=0",⚪ UNRATED · 67% floor,UNVALIDATED,UNVALIDATED,UNVALIDATED,UNVALIDATED
